  k = 1.91, E3 = 15, 1.4 x 1.5 mm
  _______________________________
                                 
              E               F  
        8.80208    8.79920E+013  
        8.83681    8.87510E+013  
        8.88021    9.80753E+013  
        8.91493    9.88805E+013  
        8.94965    1.07200E+014  
        8.99306    1.09697E+014  
        9.02778    1.17862E+014  
        9.06250    1.19460E+014  
        9.09722    1.27126E+014  
        9.13194    1.29259E+014  
        9.16667    1.35929E+014  
        9.20139    1.38394E+014  
        9.23611    1.44011E+014  
        9.27083    1.46169E+014  
        9.30556    1.50319E+014  
        9.34028    1.51674E+014  
        9.37500    1.53996E+014  
        9.40104    1.53830E+014  
        9.43576    1.53817E+014  
        9.46181    1.52859E+014  
        9.49653    1.50516E+014  
        9.52257    1.48231E+014  
        9.55729    1.43852E+014  
        9.58333    1.40501E+014  
        9.60938    1.36030E+014  
        9.64410    1.29660E+014  
        9.67014    1.24015E+014  
        9.69618    1.18170E+014  
        9.72222    1.11885E+014  
        9.74826    1.04693E+014  
        9.77431    9.70398E+013  
        9.79167    9.16021E+013  
        9.81771    8.29805E+013  
        9.84375    7.40112E+013  
        9.86111    6.75547E+013  
        9.88715    5.69886E+013  
        9.90451    4.96939E+013  
        9.93056    3.84020E+013  
        9.94792    3.04981E+013  
        9.96528    2.26702E+013  
        9.98264    1.55648E+013  
        10.0000    9.87450E+012  
        10.0174    6.20225E+012  
        10.0347    4.54949E+012  
        10.0521    4.03308E+012  
        10.0694    3.74376E+012  
        10.0955    3.58534E+012  
        10.1128    3.63883E+012  
        10.1389    3.19193E+012  
        10.1563    2.87192E+012  
        10.1823    2.81706E+012  
        10.2083    2.85872E+012  
        10.2257    3.10368E+012  
        10.2517    3.27519E+012  
        10.2778    2.80285E+012  
        10.3038    2.68220E+012  
        10.3299    2.83285E+012  
        10.3559    3.24517E+012  
        10.3906    3.39074E+012  
        10.4167    2.88870E+012  
        10.4427    2.95332E+012  
        10.4774    3.42553E+012  
        10.5035    3.96849E+012  
        10.5382    3.44701E+012  
        10.5642    3.27933E+012  
        10.5990    3.75402E+012  
        10.6250    4.43861E+012  
        10.6597    4.30299E+012  
        10.6944    3.87703E+012  
        10.7292    4.37656E+012  
        10.7639    5.43469E+012  
        10.7986    4.86371E+012  
        10.8333    4.67024E+012  
        10.8681    5.50038E+012  
        10.9028    6.40669E+012  
        10.9375    5.68940E+012  
        10.9722    5.64562E+012  
        11.0069    6.83920E+012  
        11.0503    7.37545E+012  
        11.0851    6.50628E+012  
        11.1198    7.27602E+012  
        11.1632    8.85835E+012  
        11.1979    8.15926E+012  
        11.2413    8.20734E+012  
        11.2760    9.71620E+012  
        11.3194    1.00113E+013  
        11.3542    9.28320E+012  
        11.3976    1.08102E+013  
        11.4410    1.19889E+013  
        11.4757    1.09979E+013  
        11.5191    1.19949E+013  
        11.5625    1.39431E+013  
        11.5972    1.31272E+013  
        11.6406    1.33319E+013  
        11.6840    1.58089E+013  
        11.7274    1.52379E+013  
        11.7708    1.52970E+013  
        11.8056    1.75554E+013  
        11.8490    1.78499E+013  
        11.8924    1.70962E+013  
        11.9358    1.98060E+013  
        11.9792    2.02399E+013  
        12.0226    1.94246E+013  
        12.0660    2.21942E+013  
        12.1094    2.26477E+013  
        12.1528    2.18444E+013  
        12.1962    2.47124E+013  
        12.2396    2.50376E+013  
        12.2830    2.42493E+013  
        12.3264    2.72835E+013  
        12.3698    2.73668E+013  
        12.4132    2.65925E+013  
        12.4566    2.97377E+013  
        12.5000    2.95395E+013  
        12.5434    2.88374E+013  
        12.5868    3.19691E+013  
        12.6302    3.13125E+013  
        12.6736    3.09964E+013  
        12.7170    3.38339E+013  
        12.7604    3.25199E+013  
        12.8038    3.28563E+013  
        12.8472    3.52446E+013  
        12.8906    3.31252E+013  
        12.9340    3.42107E+013  
        12.9774    3.58295E+013  
        13.0208    3.32337E+013  
        13.0642    3.50040E+013  
        13.1076    3.50825E+013  
        13.1510    3.30222E+013  
        13.1944    3.50074E+013  
        13.2292    3.38224E+013  
        13.2726    3.19138E+013  
        13.3160    3.40155E+013  
        13.3594    3.10915E+013  
        13.4028    3.07923E+013  
        13.4375    3.17329E+013  
        13.4809    2.89130E+013  
        13.5243    2.95387E+013  
        13.5590    2.90418E+013  
        13.6024    2.66646E+013  
        13.6458    2.86737E+013  
        13.6806    2.73037E+013  
        13.7240    2.66412E+013  
        13.7587    2.85169E+013  
        13.8021    2.78559E+013  
        13.8368    3.07747E+013  
        13.8802    3.20354E+013  
        13.9149    3.32870E+013  
        13.9497    3.86816E+013  
        13.9931    4.08331E+013  
        14.0278    4.67968E+013  
        14.0625    5.09037E+013  
        14.0972    5.22539E+013  
        14.1319    6.19718E+013  
        14.1667    6.41632E+013  
        14.2014    6.91994E+013  
        14.2361    7.63343E+013  
        14.2708    7.50866E+013  
        14.3056    8.58589E+013  
        14.3403    8.63541E+013  
        14.3750    9.31823E+013  
        14.4010    9.66080E+013  
        14.4358    9.68505E+013  
        14.4618    1.04031E+014  
        14.4965    1.07265E+014  
        14.5226    1.12790E+014  
        14.5573    1.19374E+014  
        14.5833    1.21537E+014  
        14.6094    1.28135E+014  
        14.6441    1.34901E+014  
        14.6701    1.42613E+014  
        14.6962    1.50216E+014  
        14.7222    1.57566E+014  
        14.7483    1.64489E+014  
        14.7743    1.71297E+014  
        14.7917    1.77165E+014  
        14.8177    1.87484E+014  
        14.8438    1.97115E+014  
        14.8611    2.04030E+014  
        14.8872    2.16587E+014  
        14.9045    2.22057E+014  
        14.9306    2.29317E+014  
        14.9479    2.34951E+014  
        14.9653    2.27637E+014  
        14.9826    1.93746E+014  
        15.0000    1.36355E+014  
        15.0174    7.62912E+013  
        15.0347    3.61756E+013  
        15.0521    2.17973E+013  
        15.0694    2.02478E+013  
        15.0955    1.56477E+013  
        15.1128    1.19396E+013  
        15.1389    1.12703E+013  
        15.1563    1.13978E+013  
        15.1823    1.03317E+013  
        15.2083    1.13841E+013  
        15.2257    1.30214E+013  
        15.2517    1.22271E+013  
        15.2778    9.91602E+012  
        15.3038    9.28525E+012  
        15.3299    8.63414E+012  
        15.3559    9.43910E+012  
        15.3906    1.15262E+013  
        15.4167    1.22162E+013  
        15.4427    1.13956E+013  
        15.4774    8.74183E+012  
        15.5035    8.62634E+012  
        15.5382    1.02855E+013  
        15.5642    1.12442E+013  
        15.5990    1.29549E+013  
        15.6250    1.15150E+013  
        15.6597    8.73055E+012  
        15.6944    1.00245E+013  
        15.7292    1.08657E+013  
        15.7639    1.32940E+013  
        15.7986    1.17593E+013  
        15.8333    9.77358E+012  
        15.8681    1.01017E+013  
        15.9028    1.13422E+013  
        15.9375    1.33617E+013  
        15.9722    1.19888E+013  
        16.0069    1.04526E+013  
        16.0503    1.05823E+013  
        16.0851    1.22707E+013  
        16.1198    1.30958E+013  
        16.1632    1.12233E+013  
        16.1979    1.03368E+013  
        16.2413    1.16721E+013  
        16.2760    1.28436E+013  
        16.3194    1.19345E+013  
        16.3542    1.03931E+013  
        16.3976    1.08420E+013  
        16.4410    1.25261E+013  
        16.4757    1.22728E+013  
        16.5191    1.03308E+013  
        16.5625    1.01585E+013  
        16.5972    1.14012E+013  
        16.6406    1.18633E+013  
        16.6840    1.02267E+013  
        16.7274    9.52172E+012  
        16.7708    1.05511E+013  
        16.8056    1.08557E+013  
        16.8490    9.80592E+012  
        16.8924    9.07781E+012  
        16.9358    9.59634E+012  
        16.9792    9.53266E+012  
        17.0226    8.69637E+012  
        17.0660    8.58857E+012  
        17.1094    9.00998E+012  
        17.1528    8.49531E+012  
        17.1962    7.70421E+012  
        17.2396    7.90944E+012  
        17.2830    8.56601E+012  
        17.3264    8.09872E+012  
        17.3698    7.38923E+012  
        17.4132    7.72303E+012  
        17.4566    8.22374E+012  
        17.5000    8.46779E+012  
        17.5434    8.37562E+012  
        17.5868    8.59608E+012  
        17.6302    9.08768E+012  
        17.6736    9.68917E+012  
        17.7170    1.07526E+013  
        17.7604    1.14633E+013  
        17.8038    1.20204E+013  
        17.8472    1.30684E+013  
        17.8906    1.46582E+013  
        17.9340    1.66481E+013  
        17.9774    1.80966E+013  
        18.0208    1.98671E+013  
        18.0642    2.18884E+013  
        18.1076    2.45814E+013  
        18.1510    2.78564E+013  
        18.1944    3.05473E+013  
        18.2292    3.26903E+013  
        18.2726    3.57669E+013  
        18.3160    3.97277E+013  
        18.3594    4.42817E+013  
        18.4028    4.82057E+013  
        18.4375    5.17177E+013  
        18.4809    5.57101E+013  
        18.5243    6.02163E+013  
        18.5590    6.47692E+013  
        18.6024    7.05103E+013  
        18.6458    7.47498E+013  
        18.6806    7.75113E+013  
        18.7240    8.42168E+013  
        18.7587    8.70226E+013  
        18.8021    9.21453E+013  
        18.8368    9.75433E+013  
        18.8802    1.00202E+014  
        18.9149    1.01872E+014  
        18.9497    1.06917E+014  
        18.9931    1.11267E+014  
        19.0278    1.11749E+014  
        19.0625    1.18546E+014  
        19.0972    1.19025E+014  
        19.1319    1.18027E+014  
        19.1667    1.22614E+014  
        19.2014    1.26264E+014  
        19.2361    1.23740E+014  
        19.2708    1.29965E+014  
        19.3056    1.29913E+014  
        19.3403    1.25277E+014  
        19.3750    1.31477E+014  
        19.4010    1.29506E+014  
        19.4358    1.26937E+014  
        19.4618    1.31639E+014  
        19.4965    1.28021E+014  
        19.5226    1.25035E+014  
        19.5573    1.24921E+014  
        19.5833    1.19430E+014  
        19.6094    1.17886E+014  
        19.6441    1.15808E+014  
        19.6701    1.10305E+014  
        19.6962    1.08824E+014  
        19.7222    1.05099E+014  
        19.7483    9.70253E+013  
        19.7743    9.05065E+013  
        19.7917    8.62555E+013  
        19.8177    7.85583E+013  
        19.8438    7.12008E+013  
        19.8611    6.58513E+013  
        19.8872    5.66994E+013  
        19.9045    5.07173E+013  
        19.9306    4.13746E+013  
        19.9479    3.36986E+013  
        19.9653    2.50190E+013  
        19.9826    1.72867E+013  
        20.0000    1.18791E+013  
        20.0174    8.37609E+012  
        20.0347    6.20545E+012  
        20.0521    5.27828E+012  
        20.0694    5.22319E+012  
        20.0955    5.40979E+012  
        20.1128    5.46173E+012  
        20.1389    5.87495E+012  
        20.1563    5.80148E+012  
        20.1823    5.04163E+012  
        20.2083    4.46937E+012  
        20.2257    4.14182E+012  
        20.2517    4.19728E+012  
        20.2778    4.09485E+012  
        20.3038    3.73689E+012  
        20.3299    3.95944E+012  
        20.3559    4.50638E+012  
        20.3906    4.25120E+012  
        20.4167    3.57168E+012  
        20.4427    3.38498E+012  
        20.4774    3.72200E+012  
        20.5035    4.16771E+012  
        20.5382    3.71658E+012  
        20.5642    3.76145E+012  
        20.5990    3.84543E+012  
        20.6250    3.25070E+012  
        20.6597    3.21914E+012  
        20.6944    3.59277E+012  
        20.7292    3.80165E+012  
        20.7639    4.39023E+012  
        20.7986    4.04156E+012  
        20.8333    3.58096E+012  
        20.8681    3.60812E+012  
        20.9028    3.65781E+012  
        20.9375    3.98738E+012  
        20.9722    4.49715E+012  
        21.0069    4.94746E+012  
        21.0503    4.90209E+012  
        21.0851    4.53447E+012  
        21.1198    4.68394E+012  
        21.1632    5.24783E+012  
        21.1979    5.57571E+012  
        21.2413    6.14716E+012  
        21.2760    6.68904E+012  
        21.3194    7.04069E+012  
        21.3542    6.94230E+012  
        21.3976    7.27802E+012  
        21.4410    8.16878E+012  
        21.4757    8.91789E+012  
        21.5191    9.52630E+012  
        21.5625    1.03596E+013  
        21.5972    1.08858E+013  
        21.6406    1.12927E+013  
        21.6840    1.18130E+013  
        21.7274    1.32981E+013  
        21.7708    1.46035E+013  
        21.8056    1.52329E+013  
        21.8490    1.60786E+013  
        21.8924    1.69401E+013  
        21.9358    1.79362E+013  
        21.9792    1.94154E+013  
        22.0226    2.12086E+013  
        22.0660    2.20591E+013  
        22.1094    2.31029E+013  
        22.1528    2.47679E+013  
        22.1962    2.62253E+013  
        22.2396    2.73014E+013  
        22.2830    2.88317E+013  
        22.3264    3.06204E+013  
        22.3698    3.25050E+013  
        22.4132    3.36077E+013  
        22.4566    3.43653E+013  
        22.5000    3.61401E+013  
        22.5434    3.89498E+013  
        22.5868    4.05600E+013  
        22.6302    4.13379E+013  
        22.6736    4.25010E+013  
        22.7170    4.45689E+013  
        22.7604    4.64456E+013  
        22.8038    4.67315E+013  
        22.8472    4.78868E+013  
        22.8906    5.03884E+013  
        22.9340    5.14912E+013  
        22.9774    5.18472E+013  
        23.0208    5.25260E+013  
        23.0642    5.51040E+013  
        23.1076    5.64773E+013  
        23.1510    5.60776E+013  
        23.1944    5.67193E+013  
        23.2292    5.93962E+013  
        23.2726    6.04598E+013  
        23.3160    5.96176E+013  
        23.3594    6.08460E+013  
        23.4028    6.38983E+013  
        23.4375    6.40633E+013  
        23.4809    6.18723E+013  
        23.5243    6.39304E+013  
        23.5590    6.71283E+013  
        23.6024    6.56800E+013  
        23.6458    6.31897E+013  
        23.6806    6.59395E+013  
        23.7240    6.78083E+013  
        23.7587    6.39837E+013  
        23.8021    6.21277E+013  
        23.8368    6.63359E+013  
        23.8802    6.46189E+013  
        23.9149    5.93259E+013  
        23.9497    6.04640E+013  
        23.9931    6.33286E+013  
        24.0278    5.71960E+013  
        24.0625    5.40026E+013  
        24.0972    5.86954E+013  
        24.1319    5.72095E+013  
        24.1667    5.00927E+013  
        24.2014    5.24185E+013  
        24.2361    5.54475E+013  
        24.2708    4.80403E+013  
        24.3056    4.71579E+013  
        24.3403    5.23198E+013  
        24.3750    4.67304E+013  
        24.4010    4.47642E+013  
        24.4358    5.08416E+013  
        24.4618    4.99120E+013  
        24.4965    4.67561E+013  
        24.5226    5.16060E+013  
        24.5573    5.17744E+013  
        24.5833    5.12671E+013  
        24.6094    5.65626E+013  
        24.6441    5.72519E+013  
        24.6701    5.95643E+013  
        24.6962    6.63637E+013  
        24.7222    6.92500E+013  
        24.7483    7.18128E+013  
        24.7743    7.75127E+013  
        24.7917    8.19389E+013  
        24.8177    8.94676E+013  
        24.8438    9.57327E+013  
        24.8611    9.89545E+013  
        24.8872    1.06082E+014  
        24.9045    1.12228E+014  
        24.9306    1.21874E+014  
        24.9479    1.26438E+014  
        24.9653    1.22766E+014  
        24.9826    1.04877E+014  
        25.0000    7.52394E+013  
